==================================================================================================================
   ID      SALE PRICE      LOT AREA     STREET     OVERALL      OVERALL      KITCHEN      YEAR      NEIGHBORHOOD
  841        140000         12155        Pave         6            8           Fa         1925         SWISU       
  896        140000         7056         Pave         6            5           TA         1963         NAmes       
  970        140000         10382        Pave         6            5           TA         1958         NAmes       
  1119       140000         13825        Pave         5            6           TA         1958         Sawyer      
  1130       140000         7200         Pave         5            5           TA         1980         OldTown     
  1209       140000         7763         Pave         5            7           TA         1962         NAmes       
  1298       140000         3675         Pave         6            5           TA         2005         Edwards     
  1412       140000         9600         Pave         6            8           TA         1950         NAmes       
  1428       140000         10930        Pave         5            6           TA         1945         NAmes       
  346        140200         6435         Pave         6            5           Fa         1939         BrkSide     
  149        141000         7500         Pave         7            5           Gd         2004         SawyerW     
  208        141000         12493        Pave         4            5           TA         1960         NAmes       
  278        141000         19138        Pave         4            5           TA         1951         Gilbert     
  557        141000         14850        Pave         5            5           TA         1957         NAmes       
  602        141000         9000         Pave         6            6           Gd         1937         IDOTRR      
  691        141000         4426         Pave         6            5           Gd         2004         CollgCr     
  844        141000         8000         Pave         5            4           TA         1961         NAmes       
  695        141500         6120         Pave         5            6           TA         1936         BrkSide     
  420        142000         8450         Pave         5            6           TA         1968         NAmes       
  742        142000         6768         Pave         6            8           Gd         1961         Sawyer      
  1234       142000         12160        Pave         5            5           TA         1959         NAmes       
  1426       142000         10721        Pave         6            6           Gd         1959         NAmes       
  1459       142125         9717         Pave         5            6           Gd         1950         NAmes       
  296        142500         7937         Pave         6            6           TA         1984         Mitchel     
  778        142500         13350        Pave         5            5           TA         1974         Sawyer      
  1239       142500         13072        Pave         6            5           TA         2005         SawyerW     
  571        142600         13101        Pave         5            5           TA         1965         NAmes       
  898        142953         7018         Pave         5            5           TA         1979         SawyerW     
  137        143000         10355        Pave         5            5           TA         1967         NAmes       
  589        143000         25095        Pave         5            8           Ex         1968         ClearCr     
  681        143000         8012         Pave         6            5           TA         1980         SawyerW     
  722        143000         4426         Pave         6            5           Gd         2004         CollgCr     
  944        143000         25000        Pave         5            4           TA         1967         Mitchel     
  947        143000         8163         Pave         5            6           TA         1959         NAmes       
  1150       143000         9000         Pave         7            9           TA         1920         OldTown     
  1223       143000         10496        Pave         6            6           TA         1949         NAmes       
  1287       143000         9790         Pave         6            5           TA         1963         NWAmes      
  646        143250         10530        Pave         6            5           TA         1971         NAmes       
  797        143500         8197         Pave         6            5           TA         1977         Sawyer      
  912        143500         9286         Pave         5            7           Gd         1977         CollgCr     
  1432       143750         4928         Pave         6            6           TA         1976         NPkVill     
  207        143900         13673        Pave         5            5           TA         1962         Sawyer      
  635        144000         6979         Pave         6            5           TA         1980         OldTown     
  779        144000         8400         Pave         5            5           TA         1977         SawyerW     
  839        144000         9525         Pave         5            6           Gd         1995         CollgCr     
  1140       144000         8731         Pave         5            5           TA         1920         BrkSide     
  1198       144000         8850         Pave         7            6           TA         1916         OldTown     
  1270       144000         11344        Pave         5            5           TA         1958         NAmes       
  1369       144000         4435         Pave         6            5           Gd         2003         CollgCr     
  1425       144000         9503         Pave         5            5           TA         1958         NAmes       
  1365       144152         3180         Pave         7            5           Gd         2005         Somerst     
  812        144500         4438         Pave         6            5           Gd         2004         CollgCr     
  1054       144500         8562         Pave         5            6           TA         1957         Edwards     
  210        145000         8250         Pave         6            7           TA         1964         NAmes       
  255        145000         8400         Pave         5            6           TA         1957         NAmes       
  362        145000         9144         Pave         5            5           TA         1940         BrkSide     
  412        145000         34650        Pave         5            5           TA         1955         Gilbert     
  577        145000         6292         Pave         7            7           TA         1928         SWISU       
  887        145000         8393         Pave         5            5           TA         1959         NAmes       
  914        145000         6270         Pave         5            6           TA         1949         Crawfor     
  956        145000         7136         Pave         6            6           TA         1946         Crawfor     
  1048       145000         9245         Pave         5            5           TA         1994         CollgCr     
  1081       145000         11040        Pave         6            7           Gd         1971         NWAmes      
  1214       145000         10246        Pave         4            9           TA         1965         Sawyer      
  1226       145000         10482        Pave         6            8           TA         1958         NAmes       
  1453       145000         3675         Pave         5            5           TA         2005         Edwards     
  328        145250         11600        Pave         6            5           TA         1960         NAmes       
  657        145500         10007        Pave         5            7           Gd         1959         NAmes       
  922        145900         8777         Pave         5            7           TA         1900         Edwards     
  579        146000         3604         Pave         7            5           Gd         2007         Somerst     
  1094       146000         9230         Pave         5            8           Gd         1965         NAmes       
  1161       146000         2280         Pave         6            5           TA         1978         NPkVill     
  468        146500         9480         Pave         5            7           Gd         1942         NAmes       
  792        146800         11333        Pave         6            5           TA         1976         Mitchel     
  366        147000         10690        Pave         5            7           TA         1920         IDOTRR      
  486        147000         9600         Pave         5            7           Gd         1950         NAmes       
  505        147000         2308         Pave         6            5           TA         1974         NPkVill     
  614        147000         8402         Pave         5            5           TA         2007         Mitchel     
  857        147000         10970        Pave         6            6           TA         1978         CollgCr     
  1086       147000         9069         Pave         6            6           Gd         1992         SawyerW     
  1228       147000         8872         Pave         5            8           Gd         1965         NAmes       
  1309       147000         12000        Pave         5            7           Gd         1948         OldTown     
  1325       147000         9986         Pave         8            5           Gd         2006         Somerst     
  830        147400         2544         Pave         7            5           Gd         2005         Somerst     
  1460       147500         9937         Pave         5            6           TA         1965         Edwards     
  231        148000         8760         Pave         6            6           TA         1959         NAmes       
  270        148000         7917         Pave         6            7           TA         1976         Edwards     
  377        148000         8846         Pave         5            5           TA         1996         CollgCr     
  473        148000         3675         Pave         6            5           TA         2005         Edwards     
  612        148000         10395        Pave         6            6           TA         1978         NWAmes      
  879        148000         11782        Pave         5            7           Gd         1961         Sawyer      
  1200       148000         11235        Pave         4            5           TA         1963         Sawyer      
  196        148500         2280         Pave         6            6           TA         1976         NPkVill     
  676        148500         2289         Pave         6            6           TA         1978         NPkVill     
  866        148500         8750         Pave         5            6           TA         1970         NAmes       
  688        148800         5105         Pave         7            5           Gd         2004         Somerst     
  204        149000         4438         Pave         6            5           Gd         2004         CollgCr     
  658        149000         7200         Pave         7            6           TA         1931         Crawfor     
  1146       149000         6240         Pave         5            6           TA         1928         BrkSide     
  1442       149300         4426         Pave         6            5           Gd         2004         CollgCr     
  417        149500         7844         Pave         6            7           TA         1978         Sawyer      
  890        149500         12160        Pave         6            4           TA         1953         NAmes       
  1439       149700         7407         Pave         6            7           TA         1957         OldTown     
  304        149900         9800         Pave         5            7           TA         1972         CollgCr     
  1006       149900         8385         Pave         5            8           TA         1977         CollgCr     
  1152       149900         17755        Pave         5            4           Fa         1959         Edwards     
  1358       149900         12537        Pave         5            6           TA         1971         NAmes       
  130        150000         8973         Pave         5            7           Ex         1958         NAmes       
  406        150000         9991         Pave         4            4           TA         1976         Sawyer      
  522        150000         11988        Pave         6            6           TA         1957         NAmes       
  943        150000         7711         Pave         4            3           TA         1977         Edwards     
  1283       150500         8800         Pave         5            7           Gd         1977         CollgCr     
  133        150750         7388         Pave         5            6           Gd         1959         NAmes       
  941        150900         12640        Pave         6            5           TA         1976         Mitchel     
  263        151000         8471         Pave         6            7           TA         1977         Sawyer      
  600        151000         1950         Pave         6            6           TA         1980         Blueste     
  604        151000         3182         Pave         7            5           Gd         2004         Somerst     
  832        151000         3180         Pave         7            5           Gd         2005         Somerst     
  1260       151000         9750         Pave         6            8           TA         1969         NAmes       
  1069       151400         3964         Pave         6            4           TA         1973         MeadowV     
  347        151500         12772        Pave         6            8           TA         1960         NAmes       
  165        152000         5400         Pave         6            7           Gd         1926         OldTown     
  297        152000         13710        Pave         5            5           TA         1950         IDOTRR      
  607        152000         12464        Pave         5            5           Gd         1996         CollgCr     
  644        152000         10793        Pave         5            5           TA         1969         NWAmes      
  859        152000         10400        Pave         7            5           TA         1976         NWAmes      
  863        152000         9672         Pave         6            5           TA         1984         SawyerW     
  628        153000         9600         Pave         6            6           TA         1955         NAmes       
  902        153000         8712         Pave         5            7           TA         1957         NAmes       
  189        153337         7018         Pave         5            5           TA         1979         SawyerW     
  837        153500         8100         Pave         5            6           TA         1948         OldTown     
  1205       153500         10140        Pave         5            6           TA         1975         NWAmes      
  290        153575         8730         Pave         6            7           TA         1915         BrkSide     
  124        153900         7892         Pave         6            5           Gd         1993         SawyerW     
  845        153900         12665        Pave         5            8           TA         1915         OldTown     
  349        154000         2448         Pave         7            5           Gd         2003         NridgHt     
  1065       154000         11000        Pave         5            6           TA         1966         NAmes       
  1072       154000         11700        Pave         6            6           TA         1968         NWAmes      
  1300       154000         7500         Pave         5            7           Gd         1959         NAmes       
  911        154300         11600        Pave         5            5           TA         1960         NAmes       
  893        154500         8414         Pave         6            8           TA         1963         Sawyer      
  1179       154900         7681         Pave         5            6           TA         1921         Crawfor     
  118        155000         8536         Pave         5            5           TA         2006         Edwards     
  129        155000         7590         Pave         6            5           TA         1966         NAmes       
  340        155000         12400        Pave         6            7           TA         1958         NAmes       
  462        155000         7200         Pave         7            9           Gd         1936         SWISU       
  483        155000         2500         Pave         7            8           Ex         1915         OldTown     
  494        155000         7931         Pave         5            6           TA         1960         NAmes       
  648        155000         10452        Pave         6            5           TA         1953         Edwards     
  649        155000         7700         Pave         6            5           TA         1966         NAmes       
  819        155000         8816         Pave         6            7           TA         1971         ClearCr     
  960        155000         2572         Pave         7            5           Gd         1999         Somerst     
  963        155000         2308         Pave         6            6           Gd         1976         NPkVill     
  1041       155000         13125        Pave         5            4           TA         1957         Sawyer      
  1297       155000         8700         Pave         5            6           TA         1963         NAmes       
  1342       155000         13695        Pave         6            5           Gd         2003         SawyerW     
  1345       155835         11103        Pave         7            5           Gd         2006         CollgCr     
  1079       155900         4435         Pave         6            5           Gd         2004         CollgCr     
  214        156000         13568        Pave         5            5           TA         1995         CollgCr     
  361        156000         7540         Pave         6            6           TA         1978         Mitchel     
  487        156000         10289        Pave         5            7           TA         1965         NAmes       
  755        156000         7930         Pave         6            8           Gd         1969         NAmes       
  1321       156500         8400         Pave         6            3           TA         1957         NAmes       
  1364       156932         8499         Pave         6            5           Gd         2006         Gilbert     
  301        157000         15750        Pave         5            5           TA         1953         Crawfor     
  718        157000         10000        Pave         5            6           Gd         1973         NWAmes      
  881        157000         7024         Pave         5            5           TA         2005         Edwards     
  1100       157000         11880        Pave         7            5           TA         1978         NWAmes      
  1383       157000         7200         Pave         7            7           Gd         1920         OldTown     
  348        157500         17600        Pave         6            5           TA         1960         NAmes       
  842        157500         10440        Pave         5            8           Gd         1904         OldTown     
  814        157900         9750         Pave         6            6           TA         1958         NAmes       
  1447       157900         26142        Pave         5            7           TA         1962         Mitchel     
  254        158000         9350         Pave         6            7           Gd         1964         NAmes       
  517        158000         10448        Pave         6            6           TA         1972         NWAmes      
  539        158000         11553        Pave         5            5           TA         1968         Sawyer      
  854        158000         12095        Pave         6            6           TA         1964         NAmes       
  1195       158000         9364         Pave         6            7           TA         1969         Sawyer      
  300        158500         14000        Pave         6            8           Gd         1950         Crawfor     
  758        158900         11616        Pave         6            5           TA         1978         Sawyer      
  287        159000         9786         Pave         6            7           Gd         1962         NAmes       
  367        159000         9500         Pave         6            5           TA         1963         NAmes       
  523        159000         5000         Pave         6            7           TA         1947         BrkSide     
  682        159434         4500         Pave         5            5           TA         1932         SWISU       
  717        159500         10800        Pave         7            8           TA         1890         OldTown     
  1074       159500         7950         Pave         6            6           TA         1977         Edwards     
  1104       159500         8910         Pave         6            6           TA         1959         NAmes       
  983        159895         3182         Pave         7            5           Gd         2007         Blmngtn     
  809        159950         13400        Pave         5            5           TA         1966         NAmes       
  489        160000         10800        Pave         5            4           TA         1900         OldTown     
  626        160000         10000        Pave         6            6           TA         1962         NAmes       
  768        160000         12508        Pave         6            7           TA         1940         Mitchel     
  967        160000         9600         Pave         5            7           TA         1940         Crawfor     
  1019       160000         10784        Pave         7            5           Gd         1991         Gilbert     
  1031       160000         7082         Pave         5            8           TA         1916         SWISU       
  1084       160000         8800         Pave         6            6           TA         1964         NAmes       
  1092       160000         2160         Pave         7            5           Gd         1999         Somerst     
  1299       160000         63887        Pave         10           5           Ex         2008         Edwards     
  1397       160000         57200        Pave         5            5           TA         1948         Timber      
  1435       160000         17400        Pave         5            5           TA         1977         Mitchel     
  791        160200         3182         Pave         7            5           Gd         2005         Blmngtn     
  459        161000         5100         Pave         8            7           Gd         1925         OldTown     
  509        161000         9600         Pave         7            9           Gd         1928         OldTown     
  786        161500         9790         Pave         6            5           TA         1967         NWAmes      
  1263       161500         11250        Pave         4            5           TA         1957         ClearCr     
  215        161750         10900        Pave         6            7           TA         1977         CollgCr     
  370        162000         9830         Pave         5            7           Gd         1959         NAmes       
  752        162000         7750         Pave         7            5           Gd         2003         Gilbert     
  776        162000         4500         Pave         6            5           TA         1998         Mitchel     
  1277       162000         12936        Pave         6            6           TA         1972         NWAmes      
  161        162500         11120        Pave         6            6           TA         1984         Veenker     
  443        162900         6240         Pave         5            7           TA         1930         BrkSide     
  1294       162900         10140        Pave         7            5           TA         1976         NWAmes      
  174        163000         10197        Pave         6            5           TA         1961         NAmes       
  736        163000         10800        Pave         7            7           TA         1914         OldTown     
  1172       163000         9120         Pave         6            6           TA         1958         NAmes       
  1394       163000         10800        Pave         6            7           TA         1905         OldTown     
  1007       163500         12155        Pave         6            3           TA         1970         NAmes       
  1125       163900         9125         Pave         7            5           Gd         1992         Gilbert     
  120        163990         8461         Pave         6            5           Gd         2005         CollgCr     
  484        164000         4500         Pave         6            5           TA         1998         Mitchel     
  853        164000         7128         Pave         7            5           TA         1941         Crawfor     
  1212       164000         12134        Pave         8            7           TA         1988         Gilbert     
  578        164500         11777        Pave         5            6           TA         1966         Sawyer      
  286        164700         4251         Pave         7            5           Gd         2006         Somerst     
  511        164900         14559        Pave         5            7           TA         1951         NAmes       
  402        164990         8767         Pave         7            5           Gd         2005         CollgCr     
  368        165000         9150         Pave         6            5           TA         1962         NAmes       
  673        165000         11250        Pave         6            6           TA         1977         Veenker     
  716        165000         10140        Pave         6            5           TA         1974         NWAmes      
  894        165000         13284        Pave         5            5           TA         1954         Sawyer      
  976        165000         2651         Pave         7            5           Gd         2000         Somerst     
  1013       165000         10592        Pave         6            7           Gd         1923         Crawfor     
  1053       165000         9500         Pave         6            6           TA         1964         NAmes       
  1194       165000         4500         Pave         6            5           TA         1999         Mitchel     
  625        165150         10400        Pave         6            5           TA         1972         NWAmes      
  1255       165400         6931         Pave         7            5           Gd         2003         Edwards     
  784        165500         9101         Pave         5            6           Gd         1978         Mitchel     
  1372       165500         9600         Pave         6            6           Gd         1955         NAmes       
  311        165600         7685         Pave         6            5           Gd         1993         Gilbert     
  143        166000         8520         Pave         5            4           TA         1952         NAmes       
  831        166000         11900        Pave         6            5           TA         1957         NAmes       
  295        167000         9600         Pave         6            5           TA         1953         NAmes       
  467        167000         10628        Pave         7            5           TA         1970         NAmes       
  660        167000         9937         Pave         5            7           TA         1964         Edwards     
  834        167000         10004        Pave         6            6           TA         1964         NAmes       
  220        167240         3010         Pave         7            5           Gd         2005         Blmngtn     
  975        167500         11414        Pave         7            8           Gd         1910         BrkSide     
  1027       167500         9300         Pave         5            5           TA         1960         NAmes       
  1380       167500         9735         Pave         5            5           Gd         2006         Timber      
  1068       167900         9760         Pave         6            6           TA         1964         NAmes       
  1336       167900         9650         Pave         6            5           TA         1977         NWAmes      
  405        168000         10364        Pave         6            5           TA         1995         Gilbert     
  669        168000         14175        Pave         5            6           TA         1956         Sawyer      
  992        168000         17671        Pave         8            9           Gd         1882         OldTown     
  1191       168000         32463        Pave         4            4           TA         1961         Mitchel     
  624        168500         2117         Pave         6            5           Gd         2000         Somerst     
  630        168500         9020         Pave         6            5           TA         1964         NAmes       
  869        169000         14762        Pave         5            6           TA         1948         Gilbert     
  1135       169000         8773         Pave         6            5           TA         1997         Gilbert     
  1285       169000         9638         Pave         6            7           Gd         1919         SWISU       
  105        169500         7758         Pave         7            4           TA         1931         IDOTRR      
  398        169500         7590         Pave         5            5           TA         1962         NAmes       
  1248       169900         12328        Pave         6            5           TA         1976         Mitchel     
  923        169990         10237        Pave         6            5           Gd         2005         Gilbert     
  562        170000         10010        Pave         5            5           TA         1974         Mitchel     
  574        170000         9967         Pave         7            5           TA         2000         Gilbert     
  855        170000         17920        Pave         5            4           TA         1955         Sawyer      
  1077       170000         10800        Pave         5            8           Gd         1936         OldTown     
  1098       170000         3696         Pave         8            5           Gd         1986         StoneBr     
  1243       170000         10625        Pave         7            6           Gd         1974         NWAmes      
  1356       170000         10192        Pave         7            6           Gd         1968         NWAmes      
  138        171000         11070        Pave         7            5           TA         1988         Mitchel     
  796        171000         8400         Pave         6            6           TA         1980         SawyerW     
  846        171000         16647        Pave         5            5           TA         1975         Sawyer      
  1171       171000         9880         Pave         6            6           TA         1977         Mitchel     
  1352       171000         9247         Pave         6            6           TA         1962         NAmes       
  202        171500         10125        Pave         6            6           TA         1977         Mitchel     
  1252       171750         3136         Pave         7            5           Gd         2003         NridgHt     
  1173       171900         4017         Pave         7            5           Gd         2006         Somerst     
  954        172000         11075        Pave         5            4           TA         1969         Mitchel     
  371        172400         8121         Pave         6            5           TA         2000         Gilbert     
  178        172500         13650        Pave         5            5           Gd         1958         Sawyer      
  444        172500         3922         Pave         7            5           Gd         2006         Blmngtn     
  756        172500         3230         Pave         6            5           TA         1999         Somerst     
  892        172500         11184        Pave         6            5           TA         1978         Sawyer      
  493        172785         15578        Pave         6            5           TA         2006         Gilbert     
  187        173000         9947         Pave         7            5           Gd         1990         Mitchel     
  253        173000         8366         Pave         6            5           Gd         2004         SawyerW     
  357        173000         9248         Pave         6            6           Gd         1992         Gilbert     
  683        173000         2887         Pave         6            5           Gd         1996         ClearCr     
  972        173000         2268         Pave         7            5           Gd         2003         NridgHt     
  1042       173000         9130         Pave         6            8           Gd         1966         NWAmes      
  1168       173000         10852        Pave         6            5           TA         2000         Gilbert     
  671        173500         8633         Pave         6            5           Gd         2005         CollgCr     
  915        173733         3000         Pave         6            5           Gd         2009         Somerst     
  994        173900         8846         Pave         6            5           Gd         2005         CollgCr     
  136        174000         10400        Pave         7            6           TA         1970         NWAmes      
  858        174000         8125         Pave         6            5           TA         1994         Gilbert     
  910        174000         12589        Pave         6            5           Gd         2005         Gilbert     
  1127       174000         3684         Pave         7            5           Gd         2007         Blmngtn     
  1192       174000         2645         Pave         8            5           Gd         1999         Somerst     
  1436       174000         8400         Pave         6            9           Gd         1962         NAmes       
  1148       174500         12000        Pave         7            7           Fa         1941         Crawfor     
  843        174900         9020         Pave         6            7           TA         1966         NAmes       
  299        175000         11700        Pave         6            6           TA         1968         NWAmes      
  430        175000         11457        Pave         6            5           Gd         1988         Timber      
  488        175000         12243        Pave         5            6           TA         1971         NWAmes      
  531        175000         10200        Pave         6            5           Gd         1988         Timber      
  559        175000         21872        Pave         7            5           TA         1996         Gilbert     
  744        175000         12886        Pave         5            6           TA         1963         Sawyer      
  800        175000         7200         Pave         5            7           Gd         1937         SWISU       
  926        175000         15611        Pave         5            6           Ex         1977         NWAmes      
  1456       175000         7917         Pave         6            5           TA         1999         Gilbert     
  266        175500         12090        Pave         6            6           Gd         1981         NWAmes      
  456        175500         9600         Pave         7            6           TA         1973         NWAmes      
  1237       175500         2628         Pave         7            5           Gd         2003         NridgHt     
  782        175900         7153         Pave         6            5           Gd         1992         SawyerW     
  1416       175900         3635         Pave         7            5           Gd         2007         Blmngtn     
  116        176000         3230         Pave         6            5           TA         1999         Somerst     
  261        176000         19296        Pave         6            5           TA         1962         NAmes       
  526        176000         7500         Pave         7            5           Gd         2005         Somerst     
  696        176000         13811        Pave         6            6           Gd         1987         Timber      
  781        176000         7875         Pave         7            5           TA         1995         Gilbert     
  928        176000         9900         Pave         7            5           TA         1968         NWAmes      
  1021       176000         7024         Pave         4            5           Gd         2005         Edwards     
  1196       176000         8029         Pave         6            5           Gd         2005         Gilbert     
  1096       176432         9317         Pave         6            5           Gd         2006         CollgCr     
  1051       176485         8993         Pave         7            5           Gd         2007         Gilbert     
  920        176500         11029        Pave         6            8           TA         1958         NAmes       
  1330       176500         9084         Pave         7            5           TA         1998         Gilbert     
  181        177000         2117         Pave         6            5           Gd         2000         Somerst     
  408        177000         15576        Pave         6            7           TA         1915         Crawfor     
  1274       177000         11512        Pave         6            7           Ex         1959         Edwards     
  1344       177000         7558         Pave         6            6           TA         1928         Crawfor     
  356        177500         11249        Pave         6            5           Gd         1995         CollgCr     
  1302       177500         7500         Pave         6            7           Gd         1942         Crawfor     
  1359       177500         2117         Pave         6            5           Gd         2000         Somerst     
  102        178000         9206         Pave         6            5           Gd         1985         SawyerW     
  315        178000         9600         Pave         7            7           Ex         1925         OldTown     
  535        178000         9056         Pave         8            5           Gd         2004         Gilbert     
  883        178000         9636         Pave         6            5           TA         1992         Gilbert     
  1067       178000         7837         Pave         6            7           TA         1993         Gilbert     
  1199       178000         9100         Pave         7            5           Gd         2001         CollgCr     
  1246       178000         12090        Pave         6            7           TA         1984         NWAmes      
  981        178400         12122        Pave         7            9           Ex         1961         NAmes       
  466        178740         3072         Pave         7            5           Gd         2004         Blmngtn     
  966        178900         10237        Pave         6            5           Gd         2005         Gilbert     
  380        179000         8123         Pave         6            5           TA         2000         Gilbert     
  739        179000         10800        Pave         5            5           TA         1987         Edwards     
  743        179000         8450         Pave         7            5           TA         2000         SawyerW     
  285        179200         8012         Pave         6            5           Gd         1992         SawyerW     
  1310       179200         7153         Pave         6            5           Gd         1991         SawyerW     
  759        179400         2280         Pave         7            5           TA         1999         Somerst     
  268        179500         8400         Pave         5            8           Gd         1939         SWISU       
  709        179540         9018         Pave         7            5           Gd         2007         Gilbert     
  1445       179600         8500         Pave         7            5           Gd         2004         CollgCr     
  545        179665         17104        Pave         7            5           Gd         2006         Gilbert     
  223        179900         11475        Pave         6            6           TA         1975         NWAmes      
  1107       179900         10357        Pave         7            5           Gd         1990         SawyerW     
  1157       179900         9350         Pave         5            8           Gd         1965         NAmes       
  1421       179900         11700        Pave         6            6           TA         1968         NWAmes      
  112        180000         7750         Pave         7            5           TA         2000         Gilbert     
  121        180000         21453        Pave         6            5           TA         1969         ClearCr     
  135        180000         10335        Pave         5            6           TA         1968         Sawyer      
  249        180000         11317        Pave         7            5           Gd         2003         CollgCr     
  745        180000         5395         Pave         8            5           Gd         1993         StoneBr     
  903        180000         7875         Pave         7            5           Gd         2003         Gilbert     
  1056       180000         11361        Pave         6            5           TA         1976         NWAmes      
  1147       180000         11200        Pave         6            5           Gd         1985         SawyerW     
  1282       180000         8049         Pave         7            5           TA         1990         Timber      
  206        180500         11851        Pave         7            5           TA         1990         Gilbert     
  1264       180500         13515        Pave         6            6           TA         1919         BrkSide     
  1291       180500         14112        Pave         5            7           TA         1964         NAmes       
  125        181000         17043        Pave         6            5           TA         1979         NWAmes      
  434        181000         10839        Pave         6            5           TA         1997         Gilbert     
  811        181000         10140        Pave         6            6           Gd         1974         NWAmes      
  1005       181000         3182         Pave         7            5           Gd         2005         Blmngtn     
  1109       181000         8063         Pave         6            5           TA         2000         Gilbert     
  1261       181000         24682        Pave         6            5           TA         1999         Gilbert     
  1265       181000         4060         Pave         6            5           Gd         1998         NAmes       
  416        181134         8899         Pave         7            5           Gd         2007         Gilbert     
  581        181900         14585        Pave         6            6           Gd         1960         NAmes       
  974        182000         11639        Pave         7            5           Gd         2007         Somerst     
  1430       182900         12546        Pave         6            7           Gd         1981         NWAmes      
  821        183000         7226         Pave         7            5           Gd         2003         CollgCr     
  617        183200         7861         Pave         6            5           Gd         2002         Gilbert     
  169        183500         8244         Pave         7            5           Gd         2004         Gilbert     
  1266       183900         3735         Pave         7            5           Gd         1999         Somerst     
  175        184000         12416        Pave         6            5           TA         1986         Timber      
  192        184000         7472         Pave         7            9           Gd         1972         NAmes       
  498        184000         9120         Pave         7            6           TA         1925         BrkSide     
  1225       184000         15384        Pave         7            5           Gd         2004         Gilbert     
  1117       184100         7750         Pave         8            5           Gd         2002         Gilbert     
  524        184750         40094        Pave         10           5           Ex         2007         Edwards     
  937        184900         10083        Pave         7            5           Gd         2003         SawyerW     
  267        185000         11207        Pave         6            5           TA         1997         Gilbert     
  282        185000         7200         Pave         6            5           Gd         2006         Somerst     
  564        185000         21780        Pave         6            7           TA         1918         Edwards     
  829        185000         28698        Pave         5            5           TA         1967         ClearCr     
  959        185000         8450         Pave         7            5           Gd         2003         CollgCr     
  998        185000         11717        Pave         6            6           TA         1970         NWAmes      
  1160       185000         9120         Pave         6            6           Gd         1974         NWAmes      
  1455       185000         7500         Pave         7            5           Gd         2004         Somerst     
  237        185500         8773         Pave         7            5           Gd         2004         CollgCr     
  1272       185750         9156         Pave         6            7           Gd         1968         NWAmes      
  1057       185850         7052         Pave         7            5           Gd         2005         NridgHt     
  591        185900         8320         Pave         7            5           Gd         2004         CollgCr     
  212        186000         10420        Pave         6            5           Gd         2009         Edwards     
  1247       186500         8125         Pave         7            5           Gd         2005         Somerst     
  1434       186500         10261        Pave         6            5           TA         2000         Gilbert     
  1185       186700         35133        Grvl         5            4           TA         1963         Timber      
  470        187000         9291         Pave         6            5           Gd         1993         SawyerW     
  850        187000         9600         Pave         6            7           TA         1976         Veenker     
  993        187000         9760         Pave         6            8           Gd         1964         NAmes       
  783        187100         16285        Pave         7            5           Gd         2001         CollgCr     
  320        187500         14115        Pave         7            5           TA         1980         NWAmes      
  732        187500         9590         Pave         7            5           Gd         2003         Timber      
  790        187500         12205        Pave         6            8           Gd         1966         ClearCr     
  882        187500         13758        Pave         7            5           Gd         1990         Timber      
  1018       187500         5814         Pave         8            5           Gd         1984         StoneBr     
  1085       187500         13031        Pave         6            5           TA         1995         Gilbert     
  382        187750         7200         Pave         7            5           Gd         2006         Somerst     
  455        188000         9297         Pave         5            5           TA         1976         Mitchel     
  537        188000         8924         Pave         7            5           Gd         1998         CollgCr     
  1111       188000         8000         Pave         6            5           TA         1995         Gilbert     
  316        188500         7795         Pave         7            5           Gd         2004         Gilbert     
  464        188700         11988        Pave         6            7           TA         1934         Crawfor     
  713        189000         4671         Pave         8            5           Gd         1988         StoneBr     
  803        189000         8199         Pave         7            5           Gd         2005         CollgCr     
  828        189000         8529         Pave         7            5           Gd         2001         SawyerW     
  1190       189000         7500         Pave         7            5           Gd         1999         Gilbert     
  1211       189000         11218        Pave         6            5           Gd         1992         SawyerW     
  1361       189000         9842         Pave         5            6           TA         1921         SWISU       
  861        189950         7642         Pave         7            8           Gd         1918         Crawfor     
  110        190000         11751        Pave         6            6           TA         1977         NWAmes      
  153        190000         14803        Pave         6            5           TA         1971         NWAmes      
  167        190000         10708        Pave         5            5           TA         1955         ClearCr     
  352        190000         5271         Pave         7            5           Gd         1986         ClearCr     
  365        190000         18800        Pave         6            5           TA         1976         NWAmes      
  447        190000         16492        Pave         6            6           Gd         1966         NAmes       
  472        190000         11952        Pave         7            6           TA         1977         NWAmes      
  740        190000         9313         Pave         7            5           Gd         2004         CollgCr     
  934        190000         8487         Pave         7            5           Gd         2004         CollgCr     
  1231       190000         18890        Pave         5            5           TA         1977         Sawyer      
  1259       190000         9587         Pave         7            5           Gd         2005         Gilbert     
  1288       190000         36500        Pave         5            5           TA         1964         ClearCr     
  1323       190000         10186        Pave         7            5           Gd         1992         NoRidge     
  389        191000         9382         Pave         7            5           Gd         1999         CollgCr     
  653        191000         8750         Pave         7            5           Gd         1996         CollgCr     
  1024       191000         3182         Pave         7            5           Gd         2005         Blmngtn     
  1441       191000         11526        Pave         6            7           TA         1922         Crawfor     
  193        192000         9017         Pave         7            5           Gd         1999         CollgCr     
  280        192000         10005        Pave         7            5           TA         1977         ClearCr     
  335        192000         9042         Pave         6            5           TA         1998         Gilbert     
  386        192000         3182         Pave         8            5           Gd         2004         Blmngtn     
  1083       192000         8749         Pave         7            5           Gd         2002         CollgCr     
  1431       192140         21930        Pave         5            5           TA         2005         Gilbert     
